RegionName,State,Beds,6/30/2023
York Haven,PA,4,349309.6118
Almont,MI,4,361380.2771
Mills River,NC,4,722623.7559
Whitehall,MD,4,585518.7652
Ardsley,NY,4,979153.1616
Winamac,IN,4,224410.6882
Hermon,ME,4,413707.5714
Street,MD,4,594140.0189
Red Bud,IL,4,293632.8949
Topanga,CA,4,2207504.361
Watervliet,MI,4,262717.1589
Sheffield Lake,OH,4,204833.2473
Elgin,OK,4,301672.57
Coldwater,OH,4,278659.1441
Robbins,NC,4,232552.5159
Rockville,IN,4,245938.9581
Waikoloa,HI,4,974577.5441
Mount Healthy,OH,4,214109.2769
Corcoran,MN,4,616329.8832
Newport,NH,4,330502.2234
Ashburnham,MA,4,479936.5175
Jamestown,KY,4,313202.7559
Leonard,MI,4,543066.9784
Monrovia,MD,4,670490.0991
Sardinia,OH,4,348293.2564
Excelsior Springs,MO,4,272476.6532
Hutchins,TX,4,293885.6229
Hartford,SD,4,389995.301
Paulding,OH,4,168313.1212
Quinton,VA,4,433676.6764
Jarrettsville,MD,4,566256.824
Brooksville,KY,4,215075.7427
French Camp,CA,4,615428.2858
Elsmere,DE,4,253223.9811
Lanoka Harbor,NJ,4,612604.3929
Tarrant,AL,4,114184.6706
Kirby,TX,4,209924.3024
Saint George,SC,4,309647.15
Montague,MI,4,296404.3869
Fredericksburg,OH,4,456555.6493
Huntington Woods,MI,4,570606.2129
Brier,WA,4,1068063.671
Lansing,KS,4,334794.4109
Banner Elk,NC,4,941525.7236
Frankfort,OH,4,267379.4454
Killingworth,CT,4,593762.4417
Elverta,CA,4,614754.7356
Frazier Park,CA,4,432281.6915
Sheldon,IA,4,225599.6606
Northfield,VT,4,337548.1413
Windsor,NY,4,205696.0286
Ely,NV,4,284837.8842
Saint Paul,VA,4,175348.1881
Sergeant Bluff,IA,4,351602.0674
Unionville,NC,4,490670.909
Port Deposit,MD,4,471096.87
Etowah,TN,4,273848.6092
Green Hill,TN,4,529565.7824
Clinton,MO,4,225232.0026
Midway,UT,4,1044905.772
Quincy,CA,4,396800.5242
Kingston Springs,TN,4,604069.3405
Silver Springs,NV,4,376374.623
Aurora,NE,4,287719.4123
South Weber,UT,4,558754.0112
Peotone,IL,4,342279.8681
Ralston,NE,4,294649.0461
Lake Odessa,MI,4,266248.2789
Fair Haven,NJ,4,1353763.658
Pleasant Garden,NC,4,404263.6827
Lauderdale-by-the-Sea,FL,4,1570622.575
Wayne,WV,4,147689.0203
Nashport,OH,4,343015.9765
Pacific,WA,4,580331.433
Cresco,IA,4,214933.3742
Roseland,NJ,4,813635.2964
Santa Ynez,CA,4,1873870.164
Heathsville,VA,4,593059.5517
Gowanda,NY,4,156504.2514
Meyersdale,PA,4,152372.6881
Boiling Springs,PA,4,458726.7692
Genoa,IL,4,312097.4898
Linwood,NJ,4,505532.1806
Woodcliff Lake,NJ,4,1001676.343
Boyce,LA,4,335491.9896
Liberty,IN,4,244484.6267
Mendon,MA,4,753978.836
South Williamsport,PA,4,219052.1584
Oakland,ME,4,357092.1573
Jonesville,MI,4,220742.3701
Forestville,CA,4,1004592.801
Orofino,ID,4,382118.9528
Kenova,WV,4,178838.3869
Marysville,PA,4,382523.2528
Lake Placid,NY,4,785288.0011
Sherrills Ford,NC,4,819677.9495
Baker,FL,4,406732.4426
Kingston,NH,4,638977.3774
San Martin,CA,4,1653234.516
Minster,OH,4,397529.7243
Pinson,AL,4,273800.6918
Eastampton Township,NJ,4,452172.099
Eight Mile,AL,4,194737.3641
Efland,NC,4,504886.3267
Afton,OK,4,602567.2694
Lawson,MO,4,370851.105
Saint Paris,OH,4,264437.52
Evans Mills,NY,4,249142.0508
Clint,TX,4,249350.9255
Williams,CA,4,421171.6597
Homeland,CA,4,534882.7051
Milan,MI,4,316130.3411
Johnsonville,SC,4,220689.5309
Farmingdale,NJ,4,802554.8868
West Milton,OH,4,253559.4912
Blountstown,FL,4,267751.8532
Marengo,OH,4,415233.2881
Marlborough,CT,4,493783.647
Lebanon,VA,4,240623.24
Shoreham,NY,4,666109.2388
Leslie,MI,4,251954.6342
Glendale,MO,4,672001.3136
Ash,NC,4,427790.2455
Yorktown,IN,4,322713.948
San Miguel,CA,4,619272.969
Paulsboro,NJ,4,221329.4388
Satsuma,AL,4,293628.3475
Stedman,NC,4,322211.1946
La Habra Heights,CA,4,1397376.611
Adams,TN,4,511455.0476
Northgate,OH,4,285917.81
Orwell,OH,4,235701.9563
White Pigeon,MI,4,266848.7836
Pen Argyl,PA,4,355504.5326
Richwood,OH,4,268456.4453
Scottsville,NY,4,268955.4585
Saint Joseph,IL,4,312176.4034
Rockport,IN,4,286589.2315
Talking Rock,GA,4,479435.7429
Vass,NC,4,410041.4568
Bristol,WI,4,487138.8599
Saint Charles,MI,4,222722.1439
Brighton,IL,4,260007.064
Leonard,TX,4,437162.7482
Oxford,FL,4,406844.6366
Tryon,NC,4,590503.2571
New Carlisle,IN,4,331885.3016
Winthrop,ME,4,414561.0261
Deer Lodge,MT,4,329265.2111
Stockbridge,MI,4,288152.1798
Trooper,PA,4,573264.1933
Folcroft,PA,4,237733.6918
Beacon Falls,CT,4,469830.1614
Southampton,MA,4,546673.8733
Clever,MO,4,354590.6523
Bell Buckle,TN,4,553475.8514
Bahama,NC,4,573939.7454
Stewartsville,NJ,4,581017.0718
Summerdale,AL,4,381570.6613
Houlton,ME,4,158369.0992
Frackville,PA,4,140684.4473
Heyburn,ID,4,374608.4115
Crafton,PA,4,246113.0809
Mount Sterling,OH,4,342486.6028
Salem,SC,4,957613.8451
Ithaca,MI,4,191604.6063
Quincy,MI,4,228425.2654
Filer,ID,4,438213.3349
Orland Hills,IL,4,388996.2229
Avon,MN,4,393511.9676
Whiteland,IN,4,327870.662
Twin Lakes,CO,4,590383.3677
Huron,CA,4,280154.494
Clay Center,KS,4,160420.5623
Weaver,AL,4,205474.394
Haleiwa,HI,4,1735532.263
Edinburg,VA,4,383984.5049
Friday Harbor,WA,4,1074943.199
Stockport,OH,4,230095.0139
New Boston,NH,4,677213.7028
Dayton,MN,4,504192.295
Silverhill,AL,4,311845.7089
Elkins,AR,4,299003.0981
Columbus,NC,4,554514.2874
Petersburg,IN,4,221523.2261
Seneca,MO,4,269123.2723
Hinton,WV,4,123337.122
Mount Shasta,CA,4,561683.8427
Hainesport Township,NJ,4,622961.9351
Collinsville,MS,4,299197.3156
Everman,TX,4,247273.9121
Littleton,NH,4,379161.1776
Meraux,LA,4,301601.7273
Hopedale,MA,4,635357.5422
Villa Park,CA,4,1911856.276
Coffeyville,KS,4,94820.06311
Siesta Key,FL,4,2411173.808
Hamilton,NY,4,333334.3761
Gas City,IN,4,180553.1608
Gillsville,GA,4,338443.5865
Reedsport,OR,4,370484.3092
Buellton,CA,4,963051.4341
Eveleth,MN,4,182946.0415
Miramar Beach,FL,4,1279061.973
Robinwood,MD,4,470530.5069
Ravenna,MI,4,307206.7594
Dagsboro,DE,4,577397.2595
Clearwater,KS,4,299272.7374
Helendale,CA,4,414043.2355
Attica,IN,4,214254.4968
Pittsboro,IN,4,389077.7897
Lancaster,MA,4,689047.2265
Williamstown,WV,4,273566.7738
Mack South,OH,4,374270.8431
Portola Valley,CA,4,4121292.894
Colona,IL,4,204982.4746
Belcamp,MD,4,389857.6988
Walworth,NY,4,279308.9606
Strathmore,CA,4,352976.8791
Ben Lomond,CA,4,1158464.24
Victor,ID,4,990948.2117
Airway Heights,WA,4,412700.3871
Rochelle Park,NJ,4,554883.0992
Crittenden,KY,4,298694.027
Clayton,IN,4,366085.2806
Bellevue,MI,4,236480.2446
Gardiner,ME,4,318547.5319
Waimea,HI,4,950362.7749
Whitehouse,OH,4,411627.2224
Hopkinton,NH,4,634093.8896
Winthrop Harbor,IL,4,316282.0237
Maineville,OH,4,393445.9487
Marietta,SC,4,466564.2052
Granby,MA,4,428218.3304
Windham,CT,4,314374.9499
Wilmore,KY,4,339575.876
North Plains,OR,4,629069.3288
Kirtland,OH,4,463813.619
Alvaton,KY,4,489662.9928
West Dundee,IL,4,430082.8508
New Cumberland,WV,4,188362.289
Norwood,PA,4,283396.526
Wahoo,NE,4,291694.6608
Charlotte Hall,MD,4,503825.3236
Perry,OH,4,330906.7872
Diamond Springs,CA,4,555227.7962
Troy,TX,4,305197.6049
Corunna,MI,4,231709.4495
Pawhuska,OK,4,198314.595
Milan,IN,4,311173.6048
Dover,MA,4,1565677.836
Youngstown,NY,4,365143.8361
Utica,KY,4,326555.5071
Cedar Hill,MO,4,299955.3563
Linden,NC,4,356549.0736
Wewoka,OK,4,165408.3617
Coupeville,WA,4,783234.1776
New Prague,MN,4,399615.2318
New London,OH,4,221766.9296
Mount Morris,NY,4,146566.6547
Topeka,IN,4,388921.1968
Hallsville,MO,4,424000.7319
White Sulphur Springs,WV,4,284079.2649
Lonsdale,MN,4,383780.4836
Old Tappan,NJ,4,1011460.52
Hemlock,MI,4,268484.4104
Aynor,SC,4,372424.4708
Fort Myers Beach,FL,4,1432841.208
Sag Harbor,NY,4,2412955.715
Turner,ME,4,423077.6885
Clear Lake,MN,4,448604.8484
Bolton,MA,4,927042.7452
Lewisberry,PA,4,476178.3731
Monett,MO,4,233624.2388
Onalaska,TX,4,395835.976
Hightstown,NJ,4,482500.5103
Saranac Lake,NY,4,419159.8697
Auburn,NH,4,736708.9016
Adamsville,AL,4,181124.443
Brunswick,MD,4,466234.2583
Ocilla,GA,4,254812.6844
Hicksville,OH,4,202060.2241
Platteville,CO,4,554527.9491
Poland,ME,4,437250.7541
West Slope,OR,4,945434.8854
Center Point,IA,4,331524.1393
Waverly,VA,4,276859.9244
Lexington,MO,4,223966.8582
Greentown,IN,4,262404.6573
Kent City,MI,4,333037.3126
Cedarville,OH,4,366350.8619
Rembert,SC,4,193124.2051
Palmhurst,TX,4,463086.2676
Kirtland,NM,4,260626.6693
Alton,NH,4,710622.6048
Cold Spring,NY,4,835697.9097
Bronson,MI,4,186727.7348
Shinnston,WV,4,172441.7338
West Berlin,NJ,4,347196.5763
Toledo,OR,4,500510.7954
Belmar,NJ,4,1175835.423
Lolo,MT,4,560883.5155
Micco,FL,4,553616.1797
Citra,FL,4,382340.9098
Hebron,MD,4,369898.5874
Higginsville,MO,4,247088.8386
Rineyville,KY,4,337072.9194
Waukon,IA,4,245336.1355
Columbus Grove,OH,4,227449.8571
Round Lake Park,IL,4,224399.5941
Tappan,NY,4,707378.2161
Foresthill,CA,4,678057.2409
Olympia Fields,IL,4,330929.0015
Roosevelt,UT,4,341415.0993
Little Silver,NJ,4,1043491.228
Ely,MN,4,248254.7907
Newman Lake,WA,4,526006.042
Hartsburg,MO,4,469010.5599
Lake Isabella,CA,4,338749.9646
Attica,MI,4,346543.875
Alexander,NC,4,553427.0256
Southport,NC,4,544789.3547
New Wilmington,PA,4,299919.8296
Lee,MA,4,464644.003
Monclova,OH,4,470184.7525
New Concord,OH,4,266089.5247
Union Beach,NJ,4,502554.5113
Neptune Beach,FL,4,863958.2675
Oak View,CA,4,898275.1185
Key Largo,FL,4,2439994.401
Versailles,OH,4,346294.5002
Baxter Springs,KS,4,167536.4515
Pomeroy,OH,4,161655.246
Eagle,WI,4,510639.8223
Clifton Springs,NY,4,233700.2291
Richland,MS,4,296827.4175
Biglerville,PA,4,318144.546
Kevil,KY,4,268015.407
Westlake,TX,4,1600374.489
Windsor,PA,4,325606.4919
Deer Park,IL,4,688457.2162
Lisbon,ME,4,340144.3923
Brookfield,MO,4,136875.1844
Mansfield,GA,4,405426.0706
Gold Hill,OR,4,568091.0502
Tappahannock,VA,4,375831.0633
China Spring,TX,4,621780.472
Carnesville,GA,4,364756.4002
Blowing Rock,NC,4,1038503.015
Mount Jackson,VA,4,347600.6533
Stanfield,NC,4,451628.057
Lexington,MS,4,117396.0528
Lochbuie,CO,4,491914.6798
Dyersville,IA,4,320788.1296
La Salle,CO,4,451774.0036
Gotha,FL,4,570157.8725
Cold Spring,KY,4,397710.0515
Caruthers,CA,4,377999.6771
Chelan,WA,4,1151065.354
Brookland,AR,4,278977.8041
Parma,MI,4,268746.4211
Cache,OK,4,304996.9575
Coolville,OH,4,230200.6075
Mancos,CO,4,592798.6685
Lake Helen,FL,4,391099.2284
Carmel Valley,CA,4,1848815.242
Caledonia,MN,4,286706.5454
Mineral Wells,WV,4,301088.3101
Hurlock,MD,4,312162.4442
Le Claire,IA,4,406065.8012
Huntertown,IN,4,353661.2616
Parachute,CO,4,500717.5976
Albia,IA,4,183065.093
Shreve,OH,4,327952.2358
Union Bridge,MD,4,477981.1957
Hudson,MI,4,183693.7359
Silt,CO,4,681313.5242
Sanborn,NY,4,317874.7446
Russiaville,IN,4,282678.1843
Kingwood,WV,4,207865.2949
Windom,MN,4,228001.7526
Catawba,NC,4,472621.9688
Rochester,MA,4,722503.5926
Mount Olive,AL,4,313776.1746
Hamilton,GA,4,391061.7559
Cochranville,PA,4,516235.801
Carey,OH,4,216000.9628
Henniker,NH,4,506271.9457
Rockport,MA,4,1010188.562
Savoy,IL,4,355624.9015
Freeburg,IL,4,333587.4618
North Chili,NY,4,328402.543
New Gloucester,ME,4,470070.225
Delta,PA,4,361019.7372
Norwood,NJ,4,846608.558
Morris,MN,4,222885.5128
Cuba,NY,4,145577.4444
Cornwall,NY,4,587443.7922
Taylor Mill,KY,4,358113.2015
South Shore,KY,4,153322.4312
Grottoes,VA,4,334947.3767
Jeffersonville,KY,4,252815.6673
Tallmadge,MI,4,426850.7882
East Greenville,PA,4,410803.5776
Chase City,VA,4,136690.8155
Pilesgrove,NJ,4,491665.9722
Pinon Hills,CA,4,512581.9383
Tunica,MS,4,166219.2864
Pismo Beach,CA,4,1665296.792
Dresher,PA,4,648746.1239
Osage,IA,4,236290.2951
West Point,VA,4,362776.3235
Okemah,OK,4,188352.0589
Eads,TN,4,664374.3609
Stanardsville,VA,4,445558.1709
Hillsborough,NH,4,378204.0581
Santa Clara,UT,4,554831.1473
Onsted,MI,4,366168.007
Shenandoah,IA,4,172981.1807
Derby,CO,4,420906.8023
Surfside,FL,4,2621385.824
Blissfield,MI,4,234068.4801
Eupora,MS,4,206245.4136
Goochland,VA,4,483714.7523
Midfield,AL,4,142389.311
North Judson,IN,4,221638.1136
Monroeville,NJ,4,498897.2429
Utica,OH,4,202714.4426
Rossford,OH,4,260597.8105
West Liberty,OH,4,325081.7111
Grifton,NC,4,234823.4908
Morgantown,PA,4,484328.0339
Holly Ridge,NC,4,429607.4582
Franklin,NJ,4,418537.0776
Moores Mill,AL,4,371493.2522
Morrisonville,NY,4,298227.1861
Bartonville,IL,4,166396.0691
Geneva,FL,4,711029.1922
Columbus,KS,4,181609.9498
Angels Camp,CA,4,646295.8945
Loudon,NH,4,537388.0158
Holton,KS,4,249075.8801
De Soto,KS,4,469594.0476
Merion Station,PA,4,941296.0229
Grosse Pointe,MI,4,569707.7424
Coleman,MI,4,185384.5417
Perkins,OK,4,263982.2465
Pennington Gap,VA,4,146308.4085
Brookline,NH,4,664232.4299
Bandon,OR,4,667296.0419
Saint Paul Park,MN,4,337426.9738
Union,OH,4,265080.1578
Narrows,VA,4,184469.333
Willington,CT,4,388463.8148
Rockholds,KY,4,168878.3499
New Windsor,MD,4,485698.75
Newfield,NJ,4,391357.7183
Okolona,MS,4,141804.1689
Santa Cruz,NM,4,411177.4084
Leetonia,OH,4,211834.5785
Bridgton,ME,4,500512.9439
Harrisburg,OR,4,446658.4436
Oak Grove,SC,4,289383.071
Tobaccoville,NC,4,349308.5659
Merkel,TX,4,280889.5045
Hanover,IN,4,262051.5051
Northridge,OH,4,102971.1017
Ponce Inlet,FL,4,1033427.942
Bradford,OH,4,245561.7556
Brownstown,IN,4,297305.2208
Canon,GA,4,344473.0344
Shallowater,TX,4,425335.2628
Harvard,MA,4,1016900.008
Mickleton,NJ,4,641386.2959
Mc Cormick,SC,4,444005.7505
Bensley,VA,4,280977.1697
Lakeland,GA,4,283249.4325
Scottsville,VA,4,433607.452
Rainier,WA,4,533551.8356
Coats,NC,4,309593.9457
Petersburg,MI,4,355259.2495
Dundee,NY,4,259981.4216
Hadley,MA,4,543684.4181
Estill Springs,TN,4,469172.6833
Richfield,UT,4,331034.6214
Peoria Heights,IL,4,164777.1591
Belleville,PA,4,247683.633
Leesburg,OH,4,266544.0972
Glen Saint Mary,FL,4,433086.4603
Milford,IN,4,304362.0754
Clayton,MI,4,274060.7922
Alburtis,PA,4,429350.8302
West Portsmouth,OH,4,157434.0331
Phoenix,NY,4,266792.5489
Soap Lake,WA,4,409829.0138
Grantville,GA,4,352981.333
Paxton,IL,4,167853.5282
Saint James,MN,4,173124.1075
Osawatomie,KS,4,241256.4086
Riverwoods,IL,4,832886.2564
Meadows Place,TX,4,301761.9193
Richfield,OH,4,604639.0791
Hensley,AR,4,320783.6228
Norton,VA,4,167843.4185
Max Meadows,VA,4,251346.9961
Harwinton,CT,4,494194.4649
Palm Springs North,FL,4,672600.6634
Branchland,WV,4,133822.1403
Ogallala,NE,4,230117.5466
Rowley,MA,4,882218.2914
North Street,MI,4,310622.7112
Lake Dallas,TX,4,403596.6323
Chatham,MA,4,1722486.007
Mount Gilead,NC,4,392996.6259
Shortsville,NY,4,227926.8251
Boonville,MO,4,215250.8171
West Haverstraw,NY,4,398215.4018
Boxboro,MA,4,1009398.502
Bimble,KY,4,194924.0517
Newcastle,WY,4,302720.6569
Cheverly,MD,4,516463.5302
Skidaway Island,GA,4,999144.2458
Moxee,WA,4,414276.7366
Chesterbrook,PA,4,716153.8501
Warrenton,OR,4,639887.758
Cloverdale,IN,4,291848.7677
Montgomery,PA,4,236436.834
Vance,AL,4,287518.4127
Rising Sun,IN,4,318228.9932
Kildeer,IL,4,755401.8298
Newton,AL,4,324526.1672
Midway,GA,4,294709.4347
Roland,OK,4,311067.0036
New Lebanon,OH,4,230651.3087
Weedsport,NY,4,228745.8078
Newton Grove,NC,4,249279.1582
Chunchula,AL,4,273787.9282
Hurt,VA,4,219901.9576
Mohawk,NY,4,158065.9477
Yellow Springs,OH,4,433992.0906
Lake George,NY,4,622040.8568
Sunset,UT,4,382442.7403
Manteo,NC,4,711628.9854
Wilder,ID,4,602445.7083
Obetz,OH,4,305946.0385
Auburn,KY,4,251492.649
West Union,SC,4,580338.8837
Cabool,MO,4,262321.7709
Rogue River,OR,4,586792.9577
Pioneer,CA,4,426279.446
Galena,KS,4,156246.5919
Arbuckle,CA,4,483166.4955
Bridgeport,OH,4,130006.0159
Buchanan,GA,4,337857.0206
Stanley,WI,4,206276.6065
Las Animas,CO,4,188722.1542
Maple Lake,MN,4,390654.1561
Montrose-Ghent,OH,4,541913.9008
Woodbine,GA,4,368508.8049
Winsted,CT,4,251127.4331
Keystone,CO,4,1669402.105
Townsend,GA,4,450895.0788
Pearisburg,VA,4,257806.3207
Marlboro,NY,4,493469.4652
Falcon Heights,MN,4,455860.8662
Philpot,KY,4,342936.0321
Oberlin,OH,4,257868.6814
Lodi,OH,4,298807.4207
Glendora,NJ,4,323610.6501
Monkton,MD,4,710203.6959
Sistersville,WV,4,143700.635
Mc Donald,TN,4,551453.4966
Kewaskum,WI,4,368097.4745
Williamson,GA,4,434624.2292
Ransomville,NY,4,296162.3143
Naches,WA,4,450872.8134
Pink Hill,NC,4,249393.6385
Creve Coeur,IL,4,123758.0059
Eclectic,AL,4,510882.8563
Auburn,PA,4,329488.3879
Hartly,DE,4,381375.5599
Saint Gabriel,LA,4,359789.8276
Yale,MI,4,235951.0059
Kingsville,MD,4,581053.7764
Idaho Springs,CO,4,652875.721
Elmore,AL,4,251466.5255
Vale,OR,4,339364.606
Poolesville,MD,4,726841.9807
Pierson,FL,4,423104.5558
Dayton,KY,4,295845.0226
Armada,MI,4,370175.1646
Pinehurst,TX,4,525040.1322
Broadway,NC,4,328284.5058
Lewisburg,OH,4,288694.4168
Saukville,WI,4,391557.2533
Bethany,CT,4,564553.2108
Todd Creek,CO,4,926503.1641
Courtland,VA,4,322421.6344
Kensington,CA,4,1739850.329
Perkiomenville,PA,4,543110.1759
Clancy,MT,4,654528.5007
Sutton,WV,4,141390.0762
Hawesville,KY,4,238094.4647
Ontario,OH,4,345703.8354
Russell,KS,4,137233.5858
Pinetop,AZ,4,718409.2625
Carmody Hills-Pepper Mill Village,MD,4,364504.5171
Leesburg,IN,4,487721.9307
Marion,NY,4,232480.7588
Odon,IN,4,274438.2542
Townsend,MT,4,490522.4405
Manchester,MA,4,1364047.018
Tipton,IA,4,265386.0165
Rocky Ford,CO,4,218084.6252
Womelsdorf,PA,4,316671.2759
Marion,MA,4,877830.9012
Westbrook,CT,4,610327.9201
Glencoe,AL,4,292996.4996
Larned,KS,4,124271.9313
Kouts,IN,4,334757.5551
Zumbrota,MN,4,363318.2813
Englewood Cliffs,NJ,4,1386857.999
Altha,FL,4,305770.629
Greenfield Center,NY,4,465958.1554
Waverly,NE,4,379467.6112
Frazeysburg,OH,4,296603.9165
Highwood,IL,4,688562.8582
Belzoni,MS,4,121533.7746
Camanche,IA,4,242148.0458
Shady Spring,WV,4,266116.5716
Olalla,WA,4,801869.7573
Walker Mill,MD,4,385878.0618
Ferdinand,IN,4,292441.2876
Columbia,CT,4,431515.2412
Fairbury,NE,4,147243.6362
Shrewsbury,PA,4,406858.9309
Ravenel,SC,4,641175.854
Eden,UT,4,840862.4144
Grawn,MI,4,371589.2969
Jaffrey,NH,4,444252.3903
Warsaw,KY,4,248866.7463
Orleans,IN,4,229861.2577
Isle of Palms,SC,4,2022538.666
Shrewsbury,NJ,4,938882.0195
Linn,MO,4,274883.7755
Missouri Valley,IA,4,323454.5567
Nyssa,OR,4,279632.5214
Boswell,PA,4,172867.2105
Corfu,NY,4,255530.3519
Sandstone,MN,4,294786.9012
Auburn,MI,4,264339.9448
Lipan,TX,4,622127.3941
Shillington,PA,4,259567.7107
McConnelsville,OH,4,205354.7965
West Alexandria,OH,4,277829.1236
Duquesne,PA,4,58622.20518
Hartland,MI,4,444269.9635
Wilton,CA,4,990836.7954
Braidwood,IL,4,292251.5327
Follansbee,WV,4,149017.5092
Scott City,KS,4,180293.1567
Union City,IN,4,135019.6531
Maize,KS,4,300398.5706
Monfort Heights South,OH,4,341837.7973
Wilsonville,AL,4,413177.2074
Youngtown,AZ,4,391479.6175
Lovejoy,GA,4,309674.6052
Calhan,CO,4,489464.5428
Wendell,ID,4,371693.6487
Turpin Hills,OH,4,508409.0806
New Market,VA,4,373329.9276
Belington,WV,4,133160.4984
New Ipswich,NH,4,489743.6647
Carlisle,MA,4,1281261.836
Paxton,MA,4,591514.807
Royal,AR,4,431436.5678
Belford,NJ,4,592549.4623
Bonsall,CA,4,1299344.92
Fulton,IL,4,171217.1138
Butler,IN,4,209088.176
Nottingham,NH,4,610353.7639
Fairfield,IA,4,193442.4666
Chester,NH,4,714514.1042
Hidden Valley Lake,CA,4,471948.1378
Elsberry,MO,4,355219.7945
Princeton,IL,4,178801.9175
Los Ranchos de Albuquerque,NM,4,921043.4525
Troy,VA,4,471699.0398
North Stonington,CT,4,490063.6362
Pelahatchie,MS,4,386656.8632
Mayflower,AR,4,322507.9352
Bloomfield,KY,4,327694.9478
Sodus,NY,4,167910.1097
Cokato,MN,4,349252.7481
Ona,WV,4,306885.0168
Alpine,MI,4,386320.582
Green Lane,PA,4,571182.5337
Bellevue,KY,4,294365.1384
Linden,CA,4,701959.3382
Verona,VA,4,348908.559
Chandler,IN,4,246224.5603
Sandusky South,OH,4,271941.3777
Windsor Heights,IA,4,324373.9426
Barre,MA,4,430091.5601
Carlton,OR,4,609015.2936
Watertown,MN,4,398239.3935
Walbridge,OH,4,248135.6494
Manhattan,MT,4,778609.6509
Zebulon,GA,4,407643.8899
Stowe,VT,4,1363843.975
Pine City,NY,4,231595.2088
Winfield,MO,4,292753.8455
Arcola,IL,4,179168.0469
East Granby,CT,4,450676.7707
Manitou Springs,CO,4,664731.3543
Old Westbury,NY,4,1894865.409
Watertown,MI,4,354882.6594
Palisade,CO,4,639180.4838
Augusta,WV,4,300019.165
Lowellville,OH,4,210057.7152
Norway,ME,4,358392.5515
Upland,IN,4,265841.7663
Shadyside,OH,4,176533.5803
Deer Park,OH,4,272692.8353
Pine Grove,CA,4,550519.851
Standish,MI,4,168674.3346
Chattaroy,WA,4,627603.9253
Dacono,CO,4,534450.0621
Snow Hill,MD,4,331431.2126
Gerrardstown,WV,4,419039.9521
Grayson Valley,AL,4,211653.2792
Larkspur,CO,4,971546.4494
Northfield,IL,4,820676.5463
Jonesville,VA,4,165075.4692
Florissant,CO,4,597828.5752
Pecatonica,IL,4,224754.2652
Utica,MI,4,307415.3148
Goodland,KS,4,188547.875
Gold Beach,OR,4,610976.3649
Carle Place,NY,4,754767.8303
Stratmoor,CO,4,374397.267
Fairmount,GA,4,392457.7409
Grant,AL,4,370747.6841
Windsor,MO,4,189266.0402
Saint Johnsville,NY,4,135231.2976
Electra,TX,4,145456.0487
Ardmore,AL,4,303967.1924
Fort Gay,WV,4,141751.6193
Roseville,OH,4,151599.7594
Honaker,VA,4,148836.1083
Bishop,GA,4,573178.9615
Early,TX,4,321435.8768
Concord,VA,4,337933.0313
Glen Dale,WV,4,257808.2443
Downsville,LA,4,287151.3251
Higganum,CT,4,535455.2144
Lenox,MA,4,685339.3042
Hubbard,OR,4,525237.9156
Oronoco,MN,4,569850.3362
Custer,SD,4,536624.6635
Middleport,NY,4,202229.6798
Jericho,VT,4,617012.7297
Olivarez,TX,4,281545.2222
Winnebago,IL,4,268954.9209
Norwood Young America,MN,4,357491.1133
Winneconne,WI,4,366234.5389
Seth,WV,4,94331.88076
Perryville,MD,4,409271.6012
Orleans,MA,4,1431218.111
Eyota,MN,4,376354.548
North Oaks,MN,4,854527.9067
Gosport,IN,4,333669.4654
Montross,VA,4,455301.682
Cedar Bluff,VA,4,246702.1582
Petersburg,WV,4,203272.7106
Lincoln,MA,4,1662285.976
Canterbury,CT,4,384300.768
Boones Mill,VA,4,392396.0427
Munroe Falls,OH,4,316799.4258
Eureka,MT,4,658568.3154
Terrell Hills,TX,4,1149596.561
Wirtz,VA,4,573594.1222
Magnolia,NJ,4,300915.065
Montgomery,MN,4,333295.1126
Ravena,NY,4,293732.8724
Ranson,WV,4,382126.1327
Lake Barrington,IL,4,692987.8358
Clayton,NY,4,293858.1743
Cozad,NE,4,227732.1872
Fairview,WV,4,176878.0171
Lewisburg,KY,4,241681.5527
Dresden,OH,4,247810.573
Chewelah,WA,4,379379.5409
Saranac,MI,4,299662.9107
Ferrum,VA,4,293443.8683
Corvallis,MT,4,758305.0684
New Haven,MO,4,298539.6776
Summit,WI,4,754119.9457
Springdale,MD,4,507577.3219
Leesville,SC,4,599924.7304
North Sioux City,SD,4,476134.2028
Cranbury Township,NJ,4,955322.0222
Whitehall,NY,4,157626.3333
Seat Pleasant,MD,4,347581.0239
Fincastle,VA,4,452283.7071
Sorrento,LA,4,337959.9086
Menands,NY,4,458665.3973
Bailey,NC,4,301306.65
Highlands,NJ,4,739314.5599
Normandy,MO,4,123603.2099
Bainbridge,OH,4,218035.4759
Circle Pines,MN,4,373212.2251
Warren,MA,4,358619.354
Berkeley,IL,4,304569.1133
Breckenridge Hills,MO,4,135458.5467
Ironton,MO,4,165711.0786
Yemassee,SC,4,192605.6709
Bush,LA,4,403422.6316
Hampden,MA,4,461144.474
Hanover,VA,4,489469.5823
Freeport,PA,4,268087.9874
Lake Crystal,MN,4,311793.783
Homer,AK,4,482140.7592
Fairmount,IN,4,190438.1371
La Porte City,IA,4,277962.5331
Placitas,NM,4,762341.5525
Gaston,OR,4,784825.4893
Harpswell,ME,4,854346.2453
Silverado,CA,4,1348422.222
Cumberland,WI,4,334015.3979
Chattahoochee,FL,4,159499.9694
Canutillo,TX,4,311118.5484
Hardin,MT,4,295921.3033
